771;4,5,14
772;4,5,8
773;2,4,8
774;4,5
775;2,4
776;4,5,13
777;2,8,15
778;5
779;4,5
780;3,4,9,12,14
781;3,4,12
782;3,4,12
783;3,4,9,12
784;2,8
785;4,5,9,12
786;3,4,8,12
787;2,3,4,12
788;2,4,12
789;2,3,4,9,12
790;3,4,8
791;5,6,8,16
792;12,14
793;1,6,16
794;1,11,15,16
795;8
796;8
797;5,8
798;8,14
799;8,14
800;1,8,16
801;1,2
802;7,8
803;8
804;6,8,14
805;8
806;16
807;8
808;5,12,14
809;8,14
810;5,8
811;16
812;3,4,5,9,12,14
813;5,12,14
814;6,10
815;4,5,9,12
816;5,15
817;5,17
818;5,6
819;5
820;5,12,14
821;8
822;5,12
823;6,8
824;2,8
825;6,13,16
826;8,12,14
827;6,13,16
828;8,17
829;5
830;6,13,16
831;8
832;8,14,16
833;8
834;8
835;4,8,15
836;4,8,9
837;1,8,14
838;1,14
839;8
840;8
841;11
842;5
843;7
844;1,5,8
845;6,8
846;8
847;8
848;8
849;5,8
850;8
851;7
852;8
853;5,6
854;5,9
855;1,2,15,16
856;11
857;1,2,15,16
858;11,13
859;8,13
860;8
861;5
862;2,5,9
863;14
864;8
865;7
866;7
867;3,4,5,6
868;8
869;3,5,8,9
870;8
871;8,17
872;5,8
873;8
874;5
875;1
876;5
877;8
878;5,8
879;5,8,14
880;8,9,14
881;8,14
882;8,17
883;6,8,10
884;5
885;8,14,17
886;5,8
887;8
888;8
889;8
890;5,14
891;7
892;6,8,14
893;7,12
894;7
895;8
896;5
897;1,2,15
898;1,2,5,9,14
899;1,2
900;9,15
901;1,2,11,15
902;1,2,18
903;5
904;8
905;2,8,17
906;6,8,15,16
907;8
908;1,8,17
909;1,8,18
910;1,2,15
911;8,9,14
912;10,13,16
913;6,8
914;11,15
915;1,2,5,9,11
916;2,8,14
917;8,17
918;1,6,8,16
919;6,11
920;1,5,12
921;6,8
922;8,17
923;2,3,4,5,15
924;1,8,14,17
925;8
926;8,14
927;6,8
928;8
929;5,14
930;8
931;8,13,15
932;1,8,17
933;5,6
934;5,8,14
935;5,8,14
936;8
937;5
938;1,15,16
939;5,9,11
940;8,17
941;5,8
942;5,8,14
943;6,8,10,16
944;8
945;5,8,14
946;6,10,16
947;1,6,14,16
948;2,8,17
949;8,9
950;6,10,13,16
951;8,15,16
952;1,2,8,18
953;5,11,15
954;5,12,17
955;5,14
956;11
957;2,8
958;6,10,16
959;1,5,9,11
960;1,2,8,17
961;8,17
962;1,8,13,14,16
963;5,9,14
964;8,18
965;6,16,17
966;5,8
967;5,13,16
968;2,5,15
969;5,6,8
970;8,17
971;5,8,10
972;1,2,3,15
973;1,2,9
974;8
975;5,8,14
976;5,9
977;5,8
978;8
979;5,8,17
980;3,4,9,12
981;8,18
982;6,10,13
983;5
984;8,14
985;1,2,8
986;5
987;7
988;8,14
989;1,2
990;5,8
991;8
992;8
993;8,14
994;5
995;8,12
996;8,17
997;5,8
998;8,15
999;4,8,9
1000;2,8
1001;1,18
1002;8,14
1003;2,8,15
1004;5,14
1005;7
1006;8
1007;5,8
1008;1,11,15,16
1009;5,11,16
1010;11
1011;11
1012;11
1013;11
1014;11
1015;8,11,13,16
1016;11
1017;11
1018;11
1019;11
1020;11,16
1021;11,16
1022;11,15
1023;11,13
1024;11,16
1025;8,11,16
1026;9,11,14,16
1027;8,11,15
1028;11
1029;11,16
1030;16
1031;6,8,16
1032;8,9,11,16
1033;8,9,11
1034;11,16
1035;11
1036;11
1037;11,13,16
1038;6,8,16
1039;6,16
1040;5,8,14
1041;8,13
1042;11,16
1043;1,2,15,16
1044;8,14
1045;8
1046;4,5
1047;7
1048;8
1049;8
1050;8
1051;2,4,5
1052;1,2,16
1053;2,15
1054;1,13,15
1055;1,15
1056;1,2,15,16
1057;1,2,15
1058;2,5,15
1059;1,6
1060;1,5,18
1061;1,18
1062;5,12,14
1063;5,12,14
1064;1,8
1065;1,8,16
1066;1,11
1067;11,16
1068;1,11
1069;5
1070;1,5,15
1071;5,8
1072;8,14
1073;5
1074;5,8
1075;1,5,6,8,15
1076;8
1077;14,17
1078;8
1079;8
1080;2,3,5,6
1081;6,8,13,16
1082;5,11,13,16
1083;1,14,17,18
1084;5,8,9,14
1085;6,8,14
1086;8
1087;8
1088;5
1089;6,8,14
1090;8,12
1091;8
1092;2,8
1093;6,8,13,16
1094;8
1095;5
1096;4
1097;1,16
1098;8
1099;1,2,5,16
1100;5,16
1101;1,5
1102;1,5,6,8,16
1103;8
1104;1,16
1105;5
1106;5
1107;5,14
1108;8
1109;5,17
1110;5,8
1111;6
1112;5
1113;5,14
1114;5,8
1115;5
1116;5,8,14
1117;8,9,14
1118;13,16
1119;4,5,13
1120;5
1121;6,8,9,10,13,14
1122;1,8
1123;6,8
1124;5,14
1125;1,5,6,8
1126;4,5
1127;14
1128;5,8
1129;14
1130;1,14,15,16
1131;8,16
1132;8,16
1133;5,8,13,14
1134;5
1135;8,12
1136;1,8,16
1137;3,4,12
1138;5
1139;14
1140;1,2,4
1141;8,14
1142;1
1143;8,14
1144;1,2,16
1145;5,6,14
1146;8,14
1147;5
1148;8,17
1149;5
1150;14
1151;1,8,16
1152;5
1153;1,2,5
1154;1,16
1155;8
1156;5
1157;1,2,5,15
1158;5,8
1159;8
1160;5,8,14
1161;5,14
1162;5,8,14
1163;1,2,15,16
1164;8
1165;5
1166;4,8
1167;8,14
1168;5,14
1169;2,4,8
1170;1,2,16
1171;8,14
1172;1,14,16
1173;1,2,9,16
1174;5,8,14
1175;5,16
1176;2,3,4,5,12
1177;5,14
1178;5,14
1179;8
1180;1,6,8,16
1181;14
1182;1,5,15
1183;5
1184;2,4
1185;4,9
1186;8,15
1187;5
1188;1,8
1189;1,2,9
1190;4,5
1191;1,6,8,16
1192;11,15,16
1193;1,2,15,16
1194;4,5
1195;5,14
1196;5,8
1197;8
1198;8,13,14,16
1199;6,8,16
1200;1
1201;8,14
1202;6,8,10
1203;5
1204;11,15,16
1205;1,5
1206;2,14
1207;1,2
1208;1,16
1209;8,16
1210;1,2,16
1211;8,14
1212;5
1213;8
1214;5
1215;2,8
1216;1,16,17
1217;6,10,13,16
1218;2,8,17
1219;6,8,13,16
1220;8
1221;11
1222;8
1223;8,13,16
1224;1,8,16
1225;6,8,13
1226;5,14
1227;1,16
1228;8
1229;8
1230;5,8,14
1231;5,8
1232;5,8
1233;8,14
1234;11,13,16
1235;8,13,16
1236;4,5,14,15
1237;6,8,16
1238;5,8
1239;7
1240;8
1241;7
1242;8,15,16
1243;4,8,9
1244;8,11,16
1245;8,14
1246;14,16
1247;8
1248;8
1249;6,13,16
1250;6
1251;5,17
1252;5
1253;1,8
1254;8,17
1255;6,8,16
1256;8
1257;8
1258;8,14,16
1259;6,16
1260;1,15
1261;5,8
1262;8,14
1263;5
1264;8,14
1265;1,2,9
1266;5,8,15
1267;8,14
1268;8,14
1269;8,14
1270;6,16
1271;1,16
1272;2,3,4,8,12
1273;5,6,16
1274;1,11,15
1275;8,13
1276;8
1277;8
1278;8,17
1279;5,8
1280;5,8
1281;4,5,9
1282;5
1283;8,14
1284;4,5
1285;6,8,13
1286;4,5
1287;5,11,13,16
1288;16
1289;8
1290;8,14
1291;1,2,16
1292;1,2,8,15
1293;8,14
1294;6,8,16
1295;8
1296;5
1297;5,6
1298;8,14
1299;5,8
1300;8,14
1301;1,4,5
1302;5
1303;5
1304;2,10,15,16
1305;1,6,16
1306;5
1307;6,8,9,16
1308;5,14
1309;8,14
1310;8
1311;5
1312;1,11,15
1313;8,14
1314;1,6,16
1315;6,14,16
1316;11
1317;1,5,12
1318;5,14
1319;15,16
1320;6,8,13,14,16
1321;5,8,14
1322;6,16
1323;6,8,16
1324;1,6,16
1325;5
1326;5,8
1327;7
1328;16
1329;5,6,8,13,16
1330;1,2,8
1331;6,8
1332;6,8,13,16
1333;2,4,5
1334;8
1335;6,8
1336;5,8
1337;4,5,8
1338;5,8
1339;5,14
1340;5,16
1341;5,8
1342;2,4
1343;5,7
1344;8,14
1345;1,2,15
1346;1,8,16
1347;6,8,13,16
1348;8,9,14
1349;5,8
1350;5
1351;5
1352;8
1353;8,16
1354;8,14
1355;5,13,16
1356;2,4,5,9
1357;5
1358;7
1359;5
1360;1,5
1361;8
1362;8
1363;11,15
1364;5
1365;1,5,6
1366;1,2
1367;5,8
1368;6,8,14,17
1369;5
1370;8,15,16
1371;2,3,4,9,12
1372;1,15,16
1373;5,8,14
1374;2,5,8
1375;5,8,14
1376;2,5,18
1377;5,8,14
1378;8,13,16
1379;11,16
1380;16
1381;8
1382;2,5,14
1383;5,8,14
1384;8,14
1385;5,8
1386;8,14
1387;5,8
1388;5,14
1389;2,3,4,5,8,12,14
1390;1,6,13,15,16
1391;5,6,8
1392;5
1393;5,6,8,14,16
1394;8,13
1395;5,8
1396;8,14
1397;1,14,15,16
1398;1,5,6,16
1399;4,5
1400;3,4,9,17
1401;8,15,16
1402;8
1403;5,14
1404;11,15
1405;12
1406;1,8,17
1407;8,18
1408;8,14
1409;2,8
1410;8,12
1411;8
1412;5,14
1413;8,17
1414;5,8,12
1415;8
1416;8,17
1417;8
1418;8
1419;8
1420;8,14,17
1421;6,8
1422;8,14
1423;8,12,14
1424;2,5,14
1425;8
1426;8,13
1427;8,12
1428;8
1429;1,6,16
1430;8
1431;8
1432;8
1433;8
1434;5,8
1435;8,14
1436;8
1437;8
1438;8
1439;5,6
1440;8,13
1441;5,15
1442;5
1443;2,9,12
1444;5,8
1445;11
1446;11,16
1447;11,16
1448;11
1449;11
1450;11,13,16
1451;11
1452;11
1453;11
1454;11
1455;11
1456;11
1457;11
1458;11
1459;11
1460;11
1461;11
1462;11
1463;11
1464;11
1465;11,16
1466;11,16
1467;5,11,16
1468;11,16
1469;11,16
1470;11,16
1471;11,13
1472;11
1473;11
1474;1,5,6,8
1475;1,5,6,8
1476;1,5,6,8
1477;5,11
1478;5,11
1479;1,2,4,5,9
1480;1,5,14
1481;5
1482;6,8,10
1483;8,13,15,16
1484;8,15
1485;2,5,15
1486;2,5,15,18
1487;1,2,8
1488;4,5,9
1489;4,5,9
1490;4,5,18
1491;4,9,12
1492;3,4,8
1493;1,2,8
1494;8,14
1495;2,15
1496;8
1497;6,8,13,16
1498;8,13
1499;8,14
1500;11,16
1501;5,6
1502;1,8,17
1503;4,5
1504;2,3,4,9
1505;4,15
1506;4,5
1507;4,5
1508;2,4,5
1509;4,5,15
1510;4,5
1511;1,2,4,5
1512;4,5
1513;2,4,9
1514;5,9
1515;2,4,15
1516;1,3,4,6
1517;2,4,5
1518;2,4,5
1519;4,5,9,11
1520;4,5,15
1521;2,4,5,9,15
1522;1,5,18
1523;2,4
1524;2,4
1525;1,6,8,13,16
1526;4,5,14
1527;5
1528;7
1529;5,8,9,14
1530;10
1531;8,14,17
1532;8,9,13
1533;8
1534;8,14,18
1535;8
1536;5
1537;5
1538;6,8,14
1539;8,17
1540;8,13,16
1541;2,4
1542;3,4,5,12
1543;3,4,5,14
1544;3,4,5,12,14
1545;4,5
1546;4,5,12
1547;4,12
1548;2,3,4
1549;3,4,9,12
1550;2,5,12
1551;2,3,4
1552;2,3,4,6,8
1553;4,15
1554;2,3,4,9,12,14
1555;2,4,9
1556;1,2,15
1557;4,5
1558;3,4,12
1559;4,8,9,13,16
1560;4,5
1561;2,3,4,12
1562;5,9,14
1563;3,4,5,12
1564;2,4,9,18
1565;8
1566;1,2,15
1567;8,17
1568;11,16
1569;5,14
1570;5
1571;5,6,16
1572;5
1573;6,8
1574;8
1575;1,2,9
1576;2,3,4,9
1577;8,15
1578;16
1579;11
1580;8,11
1581;11,16
1582;11,16
1583;3,4,5,8,9
1584;4,5,9
1585;5,8,14
1586;1,6,13,16
1587;6,8,14
1588;8
1589;8
1590;2,5
1591;5,9,15
1592;2,4,12
1593;5,15
1594;3,4
1595;2,3,4,8,9
1596;2,3,4,8
1597;2,9
1598;2,3,4,5
1599;2,3,4,12,18
1600;2,9,14
1601;5,14
1602;5,8,14
1603;8,14
1604;2,8,9
1605;5,9,11
1606;5,9,11
1607;2,5
1608;5
1609;4,5
1610;1,2
1611;8,14
1612;5,8
1613;5,8,14
1614;6,11,16
1615;8,11,16
1616;2,4,9
1617;2,4,9
1618;5,11
1619;1,5,8,11
1620;5,8
1621;6,8,14,16
1622;1,11,16
1623;5
1624;1,5
1625;5,8,14
1626;5,8
1627;5,9
1628;8,14
1629;6,8,16
1630;5,16
1631;16
1632;16
1633;16
1634;8,13,14,16
1635;8,10,16
1636;2,8,13,16
1637;5,13
1638;16
1639;6,8,10,16
1640;13,14,16
1641;8
1642;8
1643;1,2,9
1644;1,6,8
1645;5
1646;1
1647;8
1648;8,17
1649;6,8,16
1650;13,16
1651;5,14
1652;10,13,16
1653;8
1654;8,13,16
1655;16
1656;16
1657;8,16
1658;8
1659;6,8,16
1660;8
1661;11,13,15,16
1662;8
1663;5,8
1664;8
1665;5
1666;5,8,14
1667;5,14
1668;5,8,14
1669;5
1670;5,8,14
1671;5
1672;5,8
1673;5,9
1674;5
1675;11,15
1676;5,14
1677;5,14
1678;6,8
1679;5
1680;5,8,14
1681;8,9,16
1682;5,6
1683;2,5
1684;5,14
1685;13,16
1686;6,8,16
1687;8,14
1688;8
1689;8
1690;1,5,6,16
1691;1,2,15
1692;1,6,16
1693;11,16
1694;6
1695;1,6,8
1696;5,8
1697;8
1698;5
1699;11,15,16
1700;1,11,15,16
1701;5,6,8
1702;5,8
1703;8,9,14
1704;5,14
1705;2,3,4,5,9
1706;5
1707;5
1708;2,8,9,14
1709;16
1710;5
1711;5,12
1712;5
1713;8,12
1714;8
1715;5
1716;1,6
1717;8
1718;15
1719;8
1720;8
1721;8
1722;5,11,16
1723;8,9,13,14
1724;5,8
1725;8,16
1726;5,8,9
1727;1,15,17
1728;7
1729;5,8,14,17
1730;5
1731;9,11,16
1732;11,18
1733;6,8
1734;5,7
1735;5,8,14
1736;6,8
1737;8
1738;1,16
1739;5
1740;8
1741;8
1742;11,13,16
1743;5,14
1744;14
1745;5,8
1746;1,2,8,16
1747;13,15,16
1748;8
1749;8
1750;5,16
1751;5
1752;8
1753;5,8
1754;1,16
1755;3,4,5
1756;2,3,4,5
1757;5
1758;8
1759;8,17
1760;5
1761;8
1762;5
1763;8
1764;8,11,15
1765;1,11,15,16
1766;1,15
1767;1,2,9,11
1768;2,9,14,15,16
1769;2,15
1770;5,8,14
1771;1,2,8
1772;5,6,13
1773;5
1774;1,2,9
1775;5,8
1776;5
1777;1,2,16
1778;11,15
1779;5,6
1780;5,6
1781;5,6
1782;5,6
1783;5,6
1784;5,6
1785;2,4,8
1786;5,14
1787;5,6
1788;8,14
1789;6,11,16
1790;5
1791;6,8,16
1792;4,5,8
1793;1,8,14,15
1794;3,12
1795;5,8
1796;5,8,14
1797;5,8
1798;2,4,9
1799;4,8,9
1800;18
1801;1,2,16
1802;1,2,8,16
1803;1,2,16,17
1804;1,2,5,14
1805;1,2,5,14
1806;5,15
1807;5,15
1808;1,8
1809;1,8
1810;1,8
1811;1,8
1812;5,6,13,16
1813;1,2,4,9,13,16
1814;8,14
1815;5
1816;5,8
1817;5
1818;8,16
1819;8
1820;1,2,8
1821;1,2,4,8
1822;5
1823;5,14
1824;6
1825;1,8,17
1826;11,15
1827;1,2,8,9,16
1828;2,4,8
1829;5,8
1830;8
1831;8
1832;8
1833;5,8,17
1834;8
1835;8
1836;8,14
1837;8
1838;11,16
1839;5,8
1840;11,15
1841;2,5,15
1842;11
1843;8,9
1844;11,13,15
1845;8,11,15,16
1846;11,15
1847;1,5
1848;5,6
1849;11
1850;11
1851;11
1852;5
1853;11
1854;6,8,13,16
1855;1,5,14,16
1856;5,8
1857;2,5
1858;1,2,5
1859;5
1860;5
1861;8
1862;1,13,16
1863;1,17
1864;2
1865;5,18
1866;8,14
1867;5,14
1868;2,5,16
1869;5,14
1870;8,11,16
1871;1,16
1872;5,14
1873;5,14
1874;8
1875;7
1876;3,15
1877;5,14
1878;14
1879;5,15
1880;5
1881;8
1882;5,6
1883;8
1884;5,8
1885;8,13,16
1886;5,8,14
1887;6,10
1888;8
1889;11
1890;5,11
1891;11
1892;11
1893;11
1894;5
1895;8
1896;1,8,16
1897;8
1898;8,16
1899;1,2,8,16
1900;1,11,15
1901;15
1902;1,15,16,18
1903;1,2,15
1904;1,8,15
1905;1,15
1906;1,15
1907;1,15
1908;1,15
1909;1
1910;1,8,16
1911;2
1912;7
1913;5
1914;1,6,8,16
1915;8
1916;5,6,16
1917;8,14
1918;8
1919;11
1920;1,15
1921;11,16
1922;8,11,16
1923;5
1924;11,15,16
1925;11,15,16
1926;5
1927;8,16
1928;5,14
1929;3,4
1930;11,16
1931;6,16
1932;8
1933;8,12,14
1934;3,4
1935;5
1936;1,6
1937;8,14
1938;1,15,16
1939;5,14
1940;8,12
1941;5
1942;8
1943;5,8
1944;6,13,16
1945;5,6
1946;5,14
1947;1,5
1948;5,8
1949;8,14
1950;5,6,16
1951;5,6,8
1952;5,8,14
1953;8
1954;5
1955;8,14,15,16
1956;5,8
1957;5,14
1958;5
1959;5
1960;1,15,16
1961;6,16
1962;5,11
1963;8,14
1964;8
1965;8
1966;8,10
1967;5,11,15
1968;1,11,15
1969;2,15
1970;1,6
1971;1,2,5,9,11,16
1972;5
1973;8,14
1974;5,9
1975;5
1976;8,9
1977;1,2,6,15,16
1978;1,2,15
1979;5,14
1980;8
1981;2,8,13
1982;11,14
1983;11
1984;8
1985;1,2,15
1986;1,15
1987;1,2,15
1988;1,2,15
1989;11
1990;8,11,15
1991;11
1992;11
1993;8,9,11
1994;11
1995;11,15
1996;5,11,12,15
1997;5,7
1998;11,15
1999;15
2000;1,8,15
2001;11,15,16
2002;15
2003;11,15
2004;17
2005;17
2006;5,14
2007;8,15,16
2008;8,9
2009;8,16
2010;7,12
2011;5,14,15
2012;8
2013;1,2,5
2014;8,13
2015;2,3,4,8
2016;6,8,13,16
2017;5,14
2018;8
